name,n_faces,iod,tilt,yaw,face_area_frac,glasses_density,mouth_open,brow_skin_L_diff,passed
00067,1,255.01036071777344,2.134955883026123,0.22148421432886684,0.2932262420654297,0.033738377980300105,0.18921253982099515,4.490028381347656,False
00254,1,256.048828125,1.1189159154891968,0.3569557188705952,0.4230079650878906,0.009838443630748353,0.0006229008469626168,61.249595642089844,False
00685,1,259.22650146484375,2.3951473236083984,0.04811071142999727,0.2932262420654297,0.017450624415470097,0.0376811004491244,17.332481384277344,True
00354,1,265.3687438964844,0.9356539845466614,0.024595339482418113,0.2932262420654297,0.07951482479784366,0.25546884536743164,29.971519470214844,False
00395,1,255.67013549804688,0.2988041639328003,0.2690290705837264,0.2932262420654297,0.029411066536900326,0.2109861909673455,13.726165771484375,False
00463,1,256.1701354980469,0.2982209324836731,0.06999570895428033,0.2932262420654297,0.01903859815297182,0.08440378171588303,35.225006103515625,False
00880,1,256.170166015625,0.2982209026813507,0.014324425945681257,0.2932262420654297,0.018044044518115084,0.1793784448655985,51.06473922729492,False
00623,1,253.83778381347656,0.33857911825180054,0.13369132987392704,0.2932262420654297,0.01728943890424126,0.14120747723917323,42.833953857421875,False
00488,1,258.3088684082031,3.4771792888641357,0.37401342322924447,0.4230079650878906,0.009817580216813967,0.05194279021280675,31.21661376953125,False
00713,1,256.84716796875,0.5948708653450012,0.031177211403116894,0.29375553131103516,0.044848399775407076,0.09011297710871292,25.5042724609375,False
00870,1,255.1710968017578,0.3368099629878998,0.16297258316675156,0.2932262420654297,0.0353897656623625,0.021474398099459134,37.10740661621094,False
00048,1,254.24148559570312,1.3898588418960571,0.102463893294648,0.2932262420654297,0.02226131832043162,0.026262820025027056,58.322052001953125,False
00755,1,255.48037719726562,1.944016456604004,0.38250600441875493,0.2932262420654297,0.04953109037271715,0.002083369663783482,34.427406311035156,False
00720,1,256.372802734375,1.005739450454712,0.19044890833795625,0.2932262420654297,0.03360046457607433,0.2230046231981734,30.41015625,False
00697,1,256.552001953125,1.1539477109909058,0.11026403194197869,0.29375553131103516,0.07167188043100452,0.021601671613128492,22.590286254882812,False
00754,1,257.6977233886719,0.889384388923645,0.14101803968118762,0.2932262420654297,0.0643606497032163,0.18114939722521553,11.048049926757812,False
00265,1,255.38229370117188,1.1218366622924805,0.07519474036099395,0.2932262420654297,0.05796744535134628,0.14043075503505228,11.850425720214844,True
00206,1,250.16868591308594,0.22902916371822357,0.25825879875192914,0.4230079650878906,0.058311931613751686,0.07319709622130102,21.4141845703125,False
00302,1,257.5340881347656,2.2624495029449463,0.045600438288918944,0.2932262420654297,0.0261596548004315,0.15281193737139917,42.820098876953125,False
00111,1,220.7623748779297,1.6872276067733765,0.40331685499028075,0.29375553131103516,0.04320500317342374,0.005158923921130952,32.42439270019531,False
00129,1,258.7852478027344,1.7345823049545288,0.35587775529401267,0.4230079650878906,0.08957420514548926,0.11309531075613839,25.874977111816406,False
00865,1,254.0619354248047,3.196506977081299,0.49655344654710765,0.29375553131103516,0.07057728541917323,0.13215859030837004,12.272590637207031,False
00450,1,246.61920166015625,1.7814421653747559,0.12222696529782803,0.29375553131103516,0.0731212083694441,0.19428580147879465,81.03692626953125,False
00561,1,255.6953887939453,0.859001100063324,0.0775759563368331,0.2932262420654297,0.05654034229828851,0.013055419921875,49.279815673828125,False
00731,1,257.8387451171875,0.3703595697879791,0.21694682755555897,0.4230079650878906,0.028262696041822254,0.07717832193335063,29.9517822265625,False
00503,1,256.3387756347656,0.37252679467201233,0.23940800966815734,0.29375553131103516,0.01142924472722988,0.07844976380813953,10.143508911132812,False
00990,1,256.3411560058594,0.44703206419944763,0.07555027556156614,0.2932262420654297,0.005924045276631758,0.2399471222408234,9.2802734375,False
00307,1,259.0741271972656,2.4703376293182373,0.1867297325474157,0.2932262420654297,0.04416208942712814,0.037222035725911456,3.8391571044921875,False
00788,1,241.70858764648438,1.0667635202407837,0.563660360507744,0.4230079650878906,0.02859342781823402,0.16081412511927481,55.46687316894531,False
00853,1,258.35076904296875,0.6653403639793396,0.17501900978554413,0.29375553131103516,0.059673337934207496,0.156794425087108,3.746826171875,True
